property_type,inspections_opendate,inspections_closeddate,date_num,violation
Nursing Home,2023-02-28,2024-09-18,932,0
Detention,2020-05-21,2024-04-26,1636,0
Hospital,2019-07-24,2024-05-25,679,0
Hospital,2022-07-28,2024-04-24,797,1
Residential Care,2024-02-28,2024-10-03,1228,0
High Rise,2020-01-22,2024-02-25,814,1
High Rise,2019-07-16,2024-07-01,289,0
Rooming House,2023-12-02,2024-07-11,842,1
Rooming House,2022-12-09,2024-11-28,1576,1
Low Rise,2021-01-01,2024-04-16,1510,1
Detention,2020-03-21,2024-02-07,385,0
Nursing Home,2022-06-22,2024-10-02,279,1
Group Home,2020-07-03,2024-07-25,1479,0
Residential Care,2023-01-10,2024-01-18,250,0
Nursing Home,2024-03-23,2024-11-01,137,0
Nursing Home,2020-02-05,2024-07-09,1288,0
Hotel & Motel,2021-06-04,2024-05-01,144,0
Hotel & Motel,2020-06-24,2024-06-24,1354,0
High Rise,2024-03-15,2024-05-22,1539,0
Rooming House,2020-03-27,2024-06-08,1287,0
Group Home,2021-12-27,2024-06-01,3,0
Hospital,2019-12-22,2024-11-09,539,0
Hotel & Motel,2020-08-08,2024-04-21,309,1
Detention,2021-01-11,2024-02-03,1604,1
Hospital,2022-02-19,2024-09-02,237,0
Hotel & Motel,2024-09-05,2024-05-05,1407,1
Nursing Home,2021-06-29,2024-03-21,431,0
Detention,2019-10-09,2024-11-15,472,1
High Rise,2021-02-14,2024-07-06,1397,1
Group Home (VO),2020-10-12,2024-09-20,1458,1
High Rise,2021-06-04,2024-07-26,358,0
Group Home,2022-01-05,2024-10-20,1406,0
Group Home,2020-02-03,2024-07-11,565,0
Hotel & Motel,2024-03-30,2024-11-08,1672,1
Residential Care,2022-02-03,2024-03-24,583,0
Hotel & Motel,2022-05-24,2024-08-15,766,0
Detention,2020-02-16,2024-10-20,892,0
High Rise,2019-10-04,2024-06-07,789,1
Rooming House,2020-10-31,2024-10-07,234,0
Nursing Home,2019-11-20,2024-05-03,378,1
High Rise,2019-09-23,2024-03-29,107,1
Detention,2021-05-01,2024-03-11,168,1
Group Home,2019-11-03,2024-08-11,1029,1
Detention,2022-08-14,2024-05-06,1630,0
Group Home (VO),2021-05-24,2024-04-12,583,0
Detention,2022-04-27,2024-10-26,198,1
Group Home (VO),2021-08-19,2024-08-20,1063,1
Group Home,2021-12-29,2024-01-02,1034,1
High Rise,2022-03-05,2024-01-14,277,0
Group Home,2024-01-21,2024-01-08,1193,1
Detention,2020-04-24,2024-06-06,667,1
Hospital,2024-02-27,2024-01-25,1210,1
Hotel & Motel,2021-08-30,2024-01-17,1362,1
Hotel & Motel,2020-03-02,2024-02-25,800,1
Nursing Home,2024-01-10,2024-05-27,890,0
Low Rise,2020-02-19,2024-06-13,108,0
Rooming House,2022-11-06,2024-11-04,33,0
Group Home,2019-08-27,2024-08-20,1119,0
Group Home (VO),2023-09-22,2024-06-20,189,1
High Rise,2021-03-06,2024-08-17,3,0
Rooming House,2020-08-14,2024-04-25,1539,1
Residential Care,2022-09-10,2024-02-14,423,0
Low Rise,2020-12-07,2024-08-29,125,1
Hotel & Motel,2022-08-23,2024-06-21,1159,0
Detention,2020-11-23,2024-02-03,633,1
Low Rise,2022-03-15,2024-10-01,869,0
Group Home (VO),2021-08-30,2024-10-28,1677,1
Rooming House,2019-10-18,2024-01-16,1259,0
Hotel & Motel,2019-12-29,2024-01-13,742,0
Group Home,2022-09-12,2024-10-17,783,1
Group Home (VO),2022-02-02,2024-04-14,503,0
Hotel & Motel,2022-01-21,2024-10-04,980,0
Detention,2022-02-16,2024-08-12,13,1
Group Home (VO),2020-09-06,2024-03-24,855,1
Group Home,2019-08-16,2024-08-28,747,1
Residential Care,2023-05-24,2024-02-14,443,0
Nursing Home,2024-06-02,2024-05-19,1141,1
Nursing Home,2022-08-01,2024-06-18,1220,0
Rooming House,2023-07-06,2024-06-30,1050,0
Detention,2023-10-06,2024-02-25,1121,0
Low Rise,2021-12-15,2024-03-17,690,1
Group Home (VO),2024-09-18,2024-02-15,835,0
Hotel & Motel,2023-10-24,2024-04-21,228,0
Group Home,2022-11-10,2024-03-07,1531,1
Nursing Home,2024-06-10,2024-02-07,1670,0
Residential Care,2022-07-26,2024-10-06,942,1
Detention,2023-07-17,2024-02-14,704,1
Group Home (VO),2023-09-01,2024-01-11,1208,0
Detention,2024-07-23,2024-11-17,144,0
Group Home,2021-02-28,2024-01-30,1574,1
Group Home,2020-10-20,2024-11-07,355,0
Hospital,2023-12-24,2024-09-25,551,0
Hotel & Motel,2023-02-07,2024-09-27,1472,1
Hospital,2024-03-28,2024-03-23,341,0
Hospital,2020-06-04,2024-07-16,1158,1
Rooming House,2024-03-24,2024-08-31,795,1
Low Rise,2023-06-09,2024-10-01,318,0
Rooming House,2019-08-23,2024-03-21,82,0
Group Home,2023-09-07,2024-10-06,104,0
Group Home,2023-07-24,2024-10-10,1625,1
Rooming House,2020-05-20,2024-11-10,936,0
Hotel & Motel,2020-07-26,2024-04-05,981,0
Residential Care,2019-08-05,2024-05-28,1620,1
Detention,2024-01-31,2024-02-11,925,1
Hotel & Motel,2020-12-11,2024-10-14,705,1
Group Home,2021-07-22,2024-07-16,1183,0
Group Home,2021-02-21,2024-06-30,475,1
Nursing Home,2020-11-12,2024-07-23,1604,1
Hotel & Motel,2021-05-23,2024-01-14,1129,0
Residential Care,2022-05-09,2024-03-11,802,0
Low Rise,2023-11-05,2024-01-25,1471,1
Rooming House,2019-12-01,2024-08-01,1632,1
Hotel & Motel,2023-11-17,2024-11-08,895,0
Detention,2019-11-07,2024-10-05,1194,1
Residential Care,2023-06-10,2024-04-16,1044,1
Nursing Home,2019-10-30,2024-08-30,790,1
Rooming House,2023-05-25,2024-03-30,1344,0
Rooming House,2020-08-26,2024-08-22,257,1
Group Home (VO),2020-04-14,2024-02-02,658,1
Residential Care,2023-09-12,2024-02-11,1287,0
Rooming House,2021-06-10,2024-06-25,1567,1
Hospital,2020-04-06,2024-01-25,774,1
Detention,2021-09-08,2024-08-25,1546,0
Hotel & Motel,2024-09-14,2024-01-27,1240,0
Residential Care,2023-02-16,2024-03-01,477,1
Detention,2023-10-23,2024-04-01,13,0
High Rise,2019-08-09,2024-11-17,1607,1
Detention,2022-10-22,2024-05-01,1624,1
Rooming House,2022-11-29,2024-10-17,179,1
Hospital,2024-03-20,2024-03-24,117,1
High Rise,2022-03-19,2024-09-11,1366,0
Nursing Home,2021-11-10,2024-08-31,275,0
Low Rise,2022-07-05,2024-05-04,444,1
Detention,2022-10-03,2024-07-10,577,0
Group Home,2021-02-28,2024-04-10,1299,1
Nursing Home,2020-10-01,2024-11-06,1564,0
Hospital,2023-10-19,2024-08-10,1365,1
Hotel & Motel,2020-02-16,2024-05-16,1165,1
Residential Care,2023-12-29,2024-07-27,307,1
Nursing Home,2020-11-02,2024-01-08,175,1
Hotel & Motel,2021-06-26,2024-05-22,1431,1
Hospital,2020-12-09,2024-01-29,572,0
Hotel & Motel,2022-12-29,2024-08-05,673,0
Group Home (VO),2023-10-21,2024-01-13,966,0
Nursing Home,2024-05-28,2024-11-11,1204,1
Low Rise,2024-11-18,2024-02-23,673,0
Group Home,2023-01-21,2024-05-21,1403,0
High Rise,2024-07-21,2024-04-08,738,0
Low Rise,2023-10-05,2024-01-06,1021,0
Residential Care,2022-08-07,2024-08-24,1670,0
Group Home (VO),2023-08-29,2024-02-05,1112,1
Hotel & Motel,2021-04-06,2024-01-06,1468,0
Group Home,2024-04-12,2024-05-22,528,0
High Rise,2024-11-10,2024-10-16,298,1
Nursing Home,2022-01-26,2024-03-31,1172,1
Hospital,2022-08-04,2024-10-18,133,1
Rooming House,2021-07-15,2024-10-01,1569,0
Group Home,2020-04-28,2024-03-09,677,1
Group Home (VO),2019-12-23,2024-08-31,939,1
Hotel & Motel,2021-02-12,2024-09-01,197,1
High Rise,2021-07-07,2024-07-27,1003,1
Rooming House,2022-01-28,2024-10-03,655,1
Hospital,2020-06-29,2024-01-03,1189,1
Group Home (VO),2023-06-29,2024-02-07,1607,1
Detention,2023-10-26,2024-07-14,1303,1
Hotel & Motel,2024-05-18,2024-05-11,867,0
Group Home (VO),2024-05-07,2024-07-30,1337,0
Low Rise,2022-08-12,2024-01-12,1612,0
Low Rise,2020-03-08,2024-04-15,115,0
Low Rise,2023-05-21,2024-06-07,759,1
Residential Care,2020-07-19,2024-03-06,1364,1
High Rise,2021-01-04,2024-01-15,236,0
Hospital,2023-08-10,2024-10-05,1651,0
Group Home,2020-12-17,2024-01-05,189,1
Rooming House,2020-11-04,2024-02-11,7,1
Group Home (VO),2022-10-17,2024-08-14,520,1
Hotel & Motel,2022-04-27,2024-05-23,1201,1
Group Home (VO),2024-10-13,2024-04-03,263,0
Group Home,2021-10-10,2024-03-10,1204,1
Rooming House,2021-04-13,2024-05-13,100,1
Group Home (VO),2022-08-20,2024-09-08,332,1
Rooming House,2024-08-17,2024-04-14,134,1
Detention,2020-02-01,2024-06-11,1599,0
Hospital,2021-05-21,2024-11-10,1318,0
Hospital,2020-12-09,2024-03-02,145,0
Nursing Home,2023-02-02,2024-11-26,262,1
High Rise,2022-01-30,2024-07-04,243,1
Hotel & Motel,2023-05-12,2024-02-21,512,0
High Rise,2019-11-24,2024-02-12,732,1
High Rise,2019-10-26,2024-11-04,1419,1
High Rise,2024-04-04,2024-09-30,949,0
Low Rise,2022-08-20,2024-06-03,17,1
Hospital,2021-02-25,2024-08-26,623,0
Nursing Home,2023-09-08,2024-04-05,316,1
Group Home (VO),2020-12-09,2024-05-01,1338,0
Hotel & Motel,2024-11-17,2024-08-20,1396,1
Hospital,2024-09-14,2024-09-04,13,0
Detention,2024-03-08,2024-04-17,90,1
Low Rise,2022-09-26,2024-08-31,161,0
Group Home,2022-09-30,2024-11-03,841,0
Hospital,2020-02-24,2024-02-01,924,0
Detention,2023-04-17,2024-01-17,1569,0
High Rise,2021-02-17,2024-03-24,1474,1
Residential Care,2023-04-12,2024-11-10,323,1
Hospital,2020-07-16,2024-06-08,1103,0
Residential Care,2024-04-14,2024-11-26,1537,1
Group Home (VO),2023-09-29,2024-07-27,613,0
Detention,2020-01-19,2024-11-10,3,0
Group Home (VO),2021-12-05,2024-08-08,174,1
Detention,2020-04-26,2024-10-11,304,1
High Rise,2020-12-28,2024-03-31,1523,1
Hotel & Motel,2023-12-01,2024-05-23,1023,1
Low Rise,2021-07-14,2024-10-23,981,0
Residential Care,2020-01-05,2024-11-23,252,1
Nursing Home,2022-01-07,2024-09-21,508,1
Rooming House,2023-04-08,2024-06-01,351,0
Group Home,2024-11-15,2024-09-22,18,1
Hotel & Motel,2021-01-01,2024-06-07,1167,1
Residential Care,2021-06-03,2024-05-05,1523,0
Group Home,2023-05-27,2024-09-07,1344,1
Hotel & Motel,2022-09-03,2024-02-04,1298,1
Hospital,2021-01-10,2024-05-21,1127,1
Residential Care,2022-05-25,2024-02-17,1521,1
Group Home,2023-05-19,2024-10-09,1155,0
Rooming House,2023-04-21,2024-05-28,272,0
High Rise,2024-01-16,2024-04-17,604,1
Hotel & Motel,2023-01-26,2024-02-24,1080,0
Hospital,2021-12-08,2024-08-13,240,0
Residential Care,2024-06-20,2024-07-18,1343,0
Hotel & Motel,2024-02-26,2024-06-22,683,0
High Rise,2019-07-11,2024-05-30,863,1
Group Home,2021-07-05,2024-10-29,1500,1
Group Home (VO),2020-05-02,2024-11-16,1375,0
Residential Care,2021-07-17,2024-08-31,287,0
High Rise,2021-11-05,2024-02-03,950,0
Low Rise,2024-06-29,2024-05-28,962,1
Rooming House,2019-08-03,2024-06-28,191,1
Group Home,2020-03-31,2024-08-28,1409,0
Nursing Home,2020-10-22,2024-04-06,662,0
Detention,2022-03-21,2024-05-17,1023,1
Low Rise,2023-10-31,2024-07-30,984,1
Hospital,2021-10-04,2024-01-31,1373,0
High Rise,2021-04-06,2024-02-20,1477,1
Hospital,2024-10-27,2024-04-30,303,0
Low Rise,2020-02-13,2024-07-13,241,0
Residential Care,2022-02-13,2024-08-16,230,1
Group Home (VO),2020-12-04,2024-01-16,1315,1
Hotel & Motel,2020-04-24,2024-11-06,1491,0
Hospital,2020-03-13,2024-09-25,232,1
Nursing Home,2019-10-21,2024-02-23,273,1
High Rise,2024-11-09,2024-08-29,1110,0
Nursing Home,2023-10-05,2024-04-09,780,1
Nursing Home,2022-05-12,2024-02-09,967,1
Hospital,2024-02-15,2024-06-26,885,0
Low Rise,2020-03-07,2024-01-19,172,0
Detention,2022-07-28,2024-10-23,14,1
Residential Care,2021-07-19,2024-11-02,264,1
Rooming House,2021-05-11,2024-07-04,589,1
High Rise,2023-02-13,2024-10-21,818,1
Residential Care,2020-07-30,2024-04-30,563,1
Detention,2019-11-20,2024-02-26,13,0
Low Rise,2021-10-11,2024-06-01,22,0
Nursing Home,2022-11-03,2024-06-27,696,1
Low Rise,2023-08-31,2024-08-12,995,1
Nursing Home,2022-04-01,2024-05-14,21,0
Hospital,2022-11-26,2024-10-28,1022,1
Nursing Home,2021-10-30,2024-07-02,25,1
Rooming House,2020-09-27,2024-11-18,1191,1
Nursing Home,2020-05-05,2024-08-02,554,1
Group Home (VO),2022-02-10,2024-09-19,1027,0
Rooming House,2023-09-03,2024-10-25,1470,1
Group Home (VO),2023-10-23,2024-09-16,1144,0
Rooming House,2024-06-03,2024-04-15,506,1
Group Home,2020-05-10,2024-03-13,315,1
Detention,2021-06-14,2024-01-28,1019,0
Hospital,2022-01-25,2024-05-17,885,0
Group Home (VO),2019-10-17,2024-06-16,276,0
Group Home,2024-09-02,2024-05-27,823,0
Low Rise,2024-08-16,2024-11-08,1514,1
Hotel & Motel,2024-05-30,2024-11-19,242,1
Detention,2020-07-22,2024-04-17,89,0
High Rise,2024-01-14,2024-05-16,1323,1
Low Rise,2020-08-14,2024-04-13,1162,0
Low Rise,2021-12-26,2024-09-25,1634,0
Hotel & Motel,2024-10-03,2024-08-14,1440,0
Detention,2023-09-29,2024-11-18,1030,0
Hotel & Motel,2020-05-12,2024-09-10,1436,1
Hotel & Motel,2020-08-21,2024-08-19,819,0
Nursing Home,2020-05-12,2024-09-04,267,0
High Rise,2024-08-09,2024-03-10,33,1
Low Rise,2021-01-14,2024-06-12,1282,0
High Rise,2022-11-10,2024-04-25,1282,0
Hospital,2021-03-09,2024-05-31,1110,0
Residential Care,2024-03-19,2024-03-25,735,0
Hospital,2022-02-17,2024-05-13,1216,1
Rooming House,2024-05-29,2024-02-26,1078,0
Detention,2021-09-05,2024-02-02,580,0
Hotel & Motel,2021-02-06,2024-05-22,335,1
Group Home (VO),2023-05-12,2024-10-22,1265,1
Nursing Home,2020-10-27,2024-05-29,642,0
Nursing Home,2022-10-19,2024-02-13,186,1
Group Home (VO),2023-09-26,2024-05-29,126,1
Hospital,2022-12-05,2024-10-19,1102,1
Rooming House,2021-07-04,2024-01-03,723,1
Group Home,2023-02-22,2024-01-06,1222,0
Residential Care,2023-12-17,2024-06-04,79,0
High Rise,2022-12-17,2024-05-19,1145,0
High Rise,2023-05-25,2024-10-26,252,1
Residential Care,2024-10-06,2024-01-27,587,1
Rooming House,2023-10-05,2024-08-11,991,0
Hospital,2021-11-09,2024-03-19,1548,0
Group Home (VO),2022-11-08,2024-09-01,250,1
Detention,2019-10-02,2024-04-10,1671,1
Hotel & Motel,2024-01-11,2024-03-17,1621,1
Rooming House,2024-06-06,2024-06-12,3,0
Hotel & Motel,2022-07-11,2024-08-24,84,1
Group Home,2021-09-11,2024-01-12,1486,1
Hospital,2024-01-14,2024-07-24,254,1
Nursing Home,2023-08-03,2024-03-04,1117,0
Nursing Home,2022-01-01,2024-11-21,534,0
High Rise,2022-01-23,2024-09-19,1509,0
Group Home,2022-08-05,2024-04-17,425,0
Group Home,2024-03-25,2024-02-27,1114,0
Group Home (VO),2020-04-02,2024-01-20,1352,1
Low Rise,2024-02-17,2024-05-05,90,0
Detention,2019-09-13,2024-11-18,366,0
Nursing Home,2021-07-03,2024-02-11,946,0
Detention,2020-03-02,2024-07-19,1243,1
Detention,2023-02-09,2024-10-09,256,1
High Rise,2024-09-20,2024-06-19,1127,0
Group Home,2021-02-23,2024-10-23,1553,0
Low Rise,2024-09-22,2024-05-23,390,1
Nursing Home,2020-10-20,2024-06-27,1515,0
Group Home,2024-03-09,2024-11-15,205,0
Detention,2022-04-15,2024-02-21,1187,0
Group Home,2020-11-15,2024-06-25,269,1
Nursing Home,2024-08-17,2024-01-29,1557,1
Group Home,2023-11-16,2024-02-10,1256,0
Detention,2020-04-14,2024-02-02,877,1
Group Home,2024-03-13,2024-11-24,1476,1
Low Rise,2020-09-01,2024-02-20,479,0
Hospital,2021-09-02,2024-10-26,591,1
High Rise,2021-05-13,2024-01-03,1507,1
High Rise,2024-08-22,2024-06-12,1475,0
Rooming House,2023-07-24,2024-10-23,184,0
Group Home (VO),2024-11-04,2024-08-13,416,0
Residential Care,2021-12-03,2024-03-26,1665,0
Low Rise,2021-07-11,2024-09-06,485,0
Detention,2022-11-03,2024-01-16,1615,0
Group Home (VO),2020-04-17,2024-07-12,1013,1
Hospital,2020-12-01,2024-01-20,1614,1
High Rise,2020-05-28,2024-03-19,293,0
Nursing Home,2019-12-13,2024-04-17,1469,0
Hospital,2022-10-26,2024-07-28,75,1
Detention,2023-03-13,2024-05-27,1619,1
High Rise,2020-11-22,2024-04-18,743,1
Detention,2021-11-13,2024-08-10,972,0
High Rise,2021-11-22,2024-07-03,1408,0
Rooming House,2023-11-25,2024-11-21,42,1
Low Rise,2024-08-21,2024-05-11,146,0
Nursing Home,2020-08-15,2024-04-12,1237,1
High Rise,2019-12-15,2024-10-18,1337,1
Rooming House,2022-04-23,2024-03-20,1446,0
Group Home (VO),2021-07-07,2024-06-27,1458,0
Rooming House,2020-06-06,2024-06-03,186,1
Rooming House,2020-09-26,2024-11-14,1186,1
Nursing Home,2020-12-13,2024-05-03,890,1
Nursing Home,2024-03-08,2024-10-23,1035,1
Detention,2024-05-17,2024-11-19,1527,0
Hotel & Motel,2024-01-14,2024-10-01,1460,0
Low Rise,2020-06-08,2024-11-04,1397,0
Hospital,2022-05-06,2024-04-26,1031,0
Group Home (VO),2023-08-18,2024-11-22,1052,0
Nursing Home,2024-11-09,2024-06-20,899,1
Low Rise,2024-06-13,2024-09-29,575,0
Low Rise,2019-08-26,2024-05-12,907,0
Hotel & Motel,2023-02-14,2024-05-24,101,0
Low Rise,2019-12-19,2024-02-29,98,1
Group Home,2021-12-29,2024-09-27,638,1
Group Home (VO),2020-07-01,2024-05-23,225,1
Nursing Home,2022-07-06,2024-11-16,898,1
Hospital,2021-01-30,2024-10-08,483,1
Residential Care,2022-01-05,2024-07-20,809,0
Hotel & Motel,2024-09-26,2024-05-08,930,1
Low Rise,2023-01-22,2024-02-23,103,1
Residential Care,2019-07-17,2024-09-07,569,0
High Rise,2021-07-03,2024-06-03,288,0
Group Home (VO),2020-02-26,2024-10-07,1306,1
Rooming House,2024-04-28,2024-03-29,269,0
Group Home (VO),2024-09-17,2024-11-22,332,1
High Rise,2021-04-09,2024-10-11,1665,0
Group Home (VO),2023-01-12,2024-10-04,329,1
Hotel & Motel,2023-11-05,2024-10-20,857,0
Group Home (VO),2023-06-16,2024-07-28,628,0
Rooming House,2021-11-08,2024-10-28,1506,0
Group Home (VO),2023-01-22,2024-02-06,1256,1
Residential Care,2021-11-08,2024-04-26,1045,1
Group Home (VO),2020-09-26,2024-01-05,231,1
Rooming House,2020-05-20,2024-05-31,97,0
Low Rise,2019-07-11,2024-06-09,990,1
Detention,2024-10-02,2024-03-13,557,1
Detention,2019-08-06,2024-09-26,679,1
Rooming House,2019-11-14,2024-04-06,538,1
Rooming House,2021-02-27,2024-03-02,295,1
Hotel & Motel,2021-11-21,2024-10-25,444,1
Hospital,2022-05-26,2024-08-10,134,0
Residential Care,2019-11-13,2024-04-02,1304,1
Hospital,2021-10-31,2024-03-23,406,0
Low Rise,2020-06-16,2024-01-17,122,0
Hospital,2022-01-29,2024-08-20,31,0
High Rise,2022-08-13,2024-06-30,1433,1
Detention,2020-09-05,2024-09-06,642,1
Hotel & Motel,2024-02-23,2024-03-22,1399,0
Group Home,2020-01-12,2024-10-16,864,1
Hotel & Motel,2022-01-05,2024-09-11,184,0
Low Rise,2024-10-23,2024-04-17,1307,0
Residential Care,2022-10-09,2024-08-16,23,1
Rooming House,2021-10-30,2024-08-28,1265,0
High Rise,2024-04-03,2024-10-18,487,1
High Rise,2024-06-22,2024-03-02,1302,0
Low Rise,2024-03-18,2024-07-19,118,0
Residential Care,2021-12-13,2024-05-25,822,0
Rooming House,2022-06-17,2024-04-11,143,1
High Rise,2020-01-29,2024-09-09,190,0
Hotel & Motel,2024-11-18,2024-05-24,694,1
Nursing Home,2024-01-30,2024-10-04,217,0
Hotel & Motel,2023-02-08,2024-01-20,1306,0
Rooming House,2022-10-18,2024-03-16,81,0
Group Home,2021-05-21,2024-08-21,1362,0
Nursing Home,2023-03-27,2024-01-28,1237,0
High Rise,2023-11-27,2024-08-08,1512,0
Hotel & Motel,2020-06-29,2024-06-28,1430,1
Rooming House,2022-05-17,2024-02-08,355,0
Low Rise,2023-09-27,2024-02-06,297,1
Detention,2022-11-27,2024-08-27,605,1
Hospital,2023-11-17,2024-04-25,1062,1
Nursing Home,2024-05-21,2024-07-07,144,0
Group Home (VO),2020-08-14,2024-08-15,941,1
Group Home (VO),2019-12-18,2024-06-12,298,0
Rooming House,2023-03-24,2024-05-02,1239,0
Hotel & Motel,2022-06-26,2024-01-05,439,1
Rooming House,2023-12-20,2024-01-18,306,0
Detention,2024-05-05,2024-04-20,364,1
Hotel & Motel,2024-04-02,2024-07-12,764,1
Detention,2023-12-16,2024-07-08,50,1
Rooming House,2019-08-27,2024-11-20,635,0
High Rise,2023-12-24,2024-08-16,461,1
Hospital,2024-04-05,2024-07-08,394,0
Group Home,2021-03-02,2024-09-22,808,0
Nursing Home,2024-05-04,2024-09-01,650,0
Group Home (VO),2022-08-31,2024-03-03,163,1
Low Rise,2019-09-10,2024-08-21,896,0
Residential Care,2022-12-20,2024-11-09,473,1
High Rise,2023-08-29,2024-08-07,634,0
Hospital,2019-09-04,2024-05-17,1675,1
Nursing Home,2021-03-11,2024-05-29,327,1
Low Rise,2024-06-16,2024-05-31,416,1
Residential Care,2021-12-17,2024-09-13,254,1
Residential Care,2023-02-12,2024-03-24,155,1
Group Home,2024-11-09,2024-04-27,717,0
High Rise,2021-09-01,2024-03-29,434,1
Low Rise,2021-01-04,2024-08-22,94,0
Low Rise,2022-01-24,2024-03-12,1191,0
Low Rise,2021-02-26,2024-10-14,451,0
Hospital,2022-09-30,2024-01-02,57,0
Residential Care,2023-05-14,2024-06-15,1431,1
Group Home (VO),2021-06-06,2024-07-19,795,1
Residential Care,2024-08-22,2024-08-06,1039,0
Residential Care,2021-01-19,2024-01-20,298,0
Group Home (VO),2021-05-14,2024-04-21,491,1
Nursing Home,2020-10-18,2024-09-24,1134,0
Group Home,2022-05-14,2024-10-27,1393,0
Group Home (VO),2022-12-30,2024-09-12,61,1
Nursing Home,2022-02-24,2024-05-22,1230,0
Detention,2021-04-04,2024-09-25,1469,0
Low Rise,2021-07-27,2024-02-17,721,1
Detention,2020-01-25,2024-06-28,1121,1
Group Home,2019-11-04,2024-01-02,895,1
Detention,2024-06-09,2024-08-04,290,1
Rooming House,2024-05-20,2024-02-06,1512,0
High Rise,2021-03-09,2024-05-16,533,0
Hospital,2023-03-16,2024-07-18,614,0
Hotel & Motel,2022-01-27,2024-06-19,104,0
Group Home,2022-08-16,2024-08-11,1400,0
Detention,2023-04-24,2024-05-29,1364,1
High Rise,2023-06-15,2024-10-30,954,1
Detention,2023-05-20,2024-04-07,599,0
Rooming House,2024-06-28,2024-09-29,1481,1
Residential Care,2021-12-22,2024-07-01,1672,0
Group Home,2021-02-01,2024-11-07,1013,0
High Rise,2020-04-13,2024-09-10,234,1
Rooming House,2020-06-25,2024-10-17,939,1
Nursing Home,2022-12-21,2024-05-24,1017,1
Nursing Home,2022-12-08,2024-11-16,1278,0
Detention,2022-07-06,2024-03-09,866,1
High Rise,2023-04-27,2024-03-07,448,0
Rooming House,2022-09-30,2024-07-29,1195,0
Hospital,2019-10-03,2024-05-30,484,1
Group Home (VO),2024-09-12,2024-04-21,1472,1
Rooming House,2024-07-07,2024-06-27,1481,1
Group Home,2024-01-21,2024-01-31,1543,0
Low Rise,2022-09-11,2024-11-28,339,0
Residential Care,2022-11-29,2024-07-25,1450,0
High Rise,2020-01-02,2024-01-31,1474,1
Low Rise,2021-05-13,2024-01-08,537,1
Detention,2021-01-07,2024-08-26,331,0
Residential Care,2020-08-26,2024-02-19,60,1
Residential Care,2024-01-15,2024-05-21,1168,1
High Rise,2020-07-27,2024-08-09,1662,1
Nursing Home,2022-09-26,2024-08-08,1069,0
Group Home (VO),2020-07-07,2024-10-10,220,0
High Rise,2024-10-13,2024-03-20,1231,0
Group Home (VO),2022-09-27,2024-11-18,365,1
Nursing Home,2023-06-08,2024-01-04,38,1
Group Home (VO),2022-04-25,2024-02-15,418,1
Group Home (VO),2023-10-05,2024-05-26,476,1
Hotel & Motel,2022-12-30,2024-04-03,713,1
Low Rise,2024-04-23,2024-11-17,802,1
Group Home,2024-06-19,2024-08-01,1255,0
Group Home,2021-07-19,2024-05-27,1363,1
Low Rise,2020-09-27,2024-01-05,450,1
Hotel & Motel,2019-11-14,2024-08-13,1205,1
Low Rise,2022-08-01,2024-01-09,1178,0
Detention,2021-06-20,2024-01-18,1125,1
Group Home,2023-03-12,2024-02-26,79,1
High Rise,2022-04-28,2024-03-29,1524,0
Hotel & Motel,2021-01-17,2024-07-27,411,0
High Rise,2024-10-22,2024-10-28,292,0
Rooming House,2023-11-02,2024-04-05,789,0
Detention,2021-10-19,2024-06-17,731,1
High Rise,2020-01-22,2024-03-04,1578,0
High Rise,2019-08-26,2024-01-27,482,1
Residential Care,2022-08-04,2024-06-22,251,1
Low Rise,2020-09-04,2024-01-10,148,1
Group Home,2021-01-15,2024-07-01,778,0
Hotel & Motel,2023-12-30,2024-08-19,1123,0
Group Home,2023-06-02,2024-03-05,933,0
Rooming House,2023-03-12,2024-09-12,1366,0
